PId,MobilityAid,ImageSet,ImageID,ImageType,Selection
124,Motorized wheelchair,6,5518,SurfaceProblem,No
124,Motorized wheelchair,6,7061,SurfaceProblem,Yes
124,Motorized wheelchair,6,669,SurfaceProblem,Yes
124,Motorized wheelchair,7,16482,CurbRamp,Yes
124,Motorized wheelchair,7,46135,CurbRamp,Yes
124,Motorized wheelchair,7,258182,CurbRamp,Yes
124,Motorized wheelchair,7,3047,CurbRamp,Yes
124,Motorized wheelchair,7,2377,CurbRamp,Yes
124,Motorized wheelchair,7,44798,CurbRamp,Yes
124,Motorized wheelchair,8,156512,NoCurbRamp,Unsure
124,Motorized wheelchair,8,168483,NoCurbRamp,Unsure
124,Motorized wheelchair,8,176648,NoCurbRamp,No
124,Motorized wheelchair,8,141806,NoCurbRamp,No
124,Motorized wheelchair,8,175408,NoCurbRamp,No
124,Motorized wheelchair,8,145241,NoCurbRamp,No
124,Walking cane,0,46864,Obstacle,Yes
124,Walking cane,0,264820,Obstacle,Yes
124,Walking cane,0,997,Obstacle,Yes
124,Walking cane,0,191782,Obstacle,Yes
124,Walking cane,0,12344,Obstacle,Yes
124,Walking cane,0,15148,Obstacle,Yes
124,Walking cane,1,229205,Obstacle,Yes
124,Walking cane,1,7558,Obstacle,Yes
124,Walking cane,1,3850,Obstacle,Yes
124,Walking cane,1,191179,Obstacle,Yes
124,Walking cane,1,4765,Obstacle,Yes
124,Walking cane,1,12830,Obstacle,Yes
124,Walking cane,2,208754,Obstacle,Yes
124,Walking cane,2,139731,Obstacle,Yes
124,Walking cane,2,3430,Obstacle,Yes
124,Walking cane,2,36038,Obstacle,Yes
124,Walking cane,2,100492,Obstacle,Yes
124,Walking cane,2,197213,Obstacle,Yes
124,Walking cane,3,562,SurfaceProblem,Yes
124,Walking cane,3,5941,SurfaceProblem,Yes
124,Walking cane,3,2022,SurfaceProblem,Yes
124,Walking cane,3,11350,SurfaceProblem,Yes
124,Walking cane,3,11707,SurfaceProblem,Yes
124,Walking cane,3,209069,SurfaceProblem,Yes
124,Walking cane,4,2080,SurfaceProblem,Yes
124,Walking cane,4,262,SurfaceProblem,Yes
124,Walking cane,4,3128,SurfaceProblem,Yes
124,Walking cane,4,26619,SurfaceProblem,Yes
124,Walking cane,4,39245,SurfaceProblem,Yes
124,Walking cane,4,39006,SurfaceProblem,Yes
124,Walking cane,5,3172,SurfaceProblem,Yes
124,Walking cane,5,24214,SurfaceProblem,Yes
124,Walking cane,5,631,SurfaceProblem,Yes
124,Walking cane,5,456,SurfaceProblem,Yes
124,Walking cane,5,2697,SurfaceProblem,Yes
124,Walking cane,5,273517,SurfaceProblem,Yes
124,Walking cane,6,1777,SurfaceProblem,Yes
124,Walking cane,6,7061,SurfaceProblem,Yes
124,Walking cane,6,5518,SurfaceProblem,Yes
124,Walking cane,6,669,SurfaceProblem,Yes
124,Walking cane,7,16482,CurbRamp,Yes
124,Walking cane,7,46135,CurbRamp,Yes
124,Walking cane,7,258182,CurbRamp,Yes
124,Walking cane,7,3047,CurbRamp,Yes
124,Walking cane,7,2377,CurbRamp,Yes
124,Walking cane,7,44798,CurbRamp,Yes
124,Walking cane,8,156512,NoCurbRamp,Yes
124,Walking cane,8,175408,NoCurbRamp,Yes
124,Walking cane,8,168483,NoCurbRamp,Yes
124,Walking cane,8,176648,NoCurbRamp,Yes
124,Walking cane,8,145241,NoCurbRamp,Yes
124,Walking cane,8,141806,NoCurbRamp,Yes
125,Motorized wheelchair,0,997,Obstacle,No
125,Motorized wheelchair,0,191782,Obstacle,Unsure
125,Motorized wheelchair,0,15148,Obstacle,Unsure
125,Motorized wheelchair,0,46864,Obstacle,Yes
125,Motorized wheelchair,0,264820,Obstacle,Yes
125,Motorized wheelchair,0,12344,Obstacle,Unsure
125,Motorized wheelchair,1,7558,Obstacle,Unsure
125,Motorized wheelchair,1,3850,Obstacle,Yes
125,Motorized wheelchair,1,191179,Obstacle,Unsure
125,Motorized wheelchair,1,229205,Obstacle,Unsure
125,Motorized wheelchair,1,4765,Obstacle,Unsure
125,Motorized wheelchair,1,12830,Obstacle,No
125,Motorized wheelchair,2,36038,Obstacle,Unsure
125,Motorized wheelchair,2,3430,Obstacle,Unsure
125,Motorized wheelchair,2,100492,Obstacle,Yes
125,Motorized wheelchair,2,208754,Obstacle,No
125,Motorized wheelchair,2,139731,Obstacle,No
125,Motorized wheelchair,2,197213,Obstacle,No
125,Motorized wheelchair,3,2022,SurfaceProblem,No
125,Motorized wheelchair,3,209069,SurfaceProblem,Unsure
125,Motorized wheelchair,3,562,SurfaceProblem,Unsure
125,Motorized wheelchair,3,5941,SurfaceProblem,Unsure
125,Motorized wheelchair,3,11350,SurfaceProblem,Unsure
125,Motorized wheelchair,3,11707,SurfaceProblem,Unsure
125,Motorized wheelchair,4,2080,SurfaceProblem,Yes
125,Motorized wheelchair,4,262,SurfaceProblem,Unsure
125,Motorized wheelchair,4,3128,SurfaceProblem,Yes
125,Motorized wheelchair,4,26619,SurfaceProblem,No
125,Motorized wheelchair,4,39245,SurfaceProblem,Yes
125,Motorized wheelchair,4,39006,SurfaceProblem,Yes
125,Motorized wheelchair,5,3172,SurfaceProblem,Unsure
125,Motorized wheelchair,5,456,SurfaceProblem,Yes
125,Motorized wheelchair,5,2697,SurfaceProblem,Unsure
125,Motorized wheelchair,5,273517,SurfaceProblem,Yes
125,Motorized wheelchair,5,24214,SurfaceProblem,Unsure
125,Motorized wheelchair,5,631,SurfaceProblem,Unsure
125,Motorized wheelchair,6,1777,SurfaceProblem,Yes
125,Motorized wheelchair,6,5518,SurfaceProblem,No
125,Motorized wheelchair,6,7061,SurfaceProblem,Yes
125,Motorized wheelchair,6,669,SurfaceProblem,Yes
125,Motorized wheelchair,7,16482,CurbRamp,Unsure
125,Motorized wheelchair,7,258182,CurbRamp,Yes
125,Motorized wheelchair,7,3047,CurbRamp,Unsure
125,Motorized wheelchair,7,2377,CurbRamp,No
125,Motorized wheelchair,7,46135,CurbRamp,No
125,Motorized wheelchair,7,44798,CurbRamp,Unsure
125,Motorized wheelchair,8,156512,NoCurbRamp,Unsure
125,Motorized wheelchair,8,168483,NoCurbRamp,No
125,Motorized wheelchair,8,176648,NoCurbRamp,No
125,Motorized wheelchair,8,141806,NoCurbRamp,Unsure
125,Motorized wheelchair,8,175408,NoCurbRamp,No
125,Motorized wheelchair,8,145241,NoCurbRamp,No
125,Manual wheelchair,0,46864,Obstacle,Yes
125,Manual wheelchair,0,264820,Obstacle,Yes
125,Manual wheelchair,0,997,Obstacle,Yes
125,Manual wheelchair,0,191782,Obstacle,Yes
125,Manual wheelchair,0,12344,Obstacle,Yes
125,Manual wheelchair,0,15148,Obstacle,Yes
125,Manual wheelchair,1,229205,Obstacle,Unsure
125,Manual wheelchair,1,7558,Obstacle,Yes
125,Manual wheelchair,1,3850,Obstacle,Yes
125,Manual wheelchair,1,191179,Obstacle,Yes
125,Manual wheelchair,1,4765,Obstacle,Yes
125,Manual wheelchair,1,12830,Obstacle,Unsure
125,Manual wheelchair,2,208754,Obstacle,Unsure
125,Manual wheelchair,2,139731,Obstacle,No
125,Manual wheelchair,2,3430,Obstacle,Yes
125,Manual wheelchair,2,36038,Obstacle,Yes
125,Manual wheelchair,2,100492,Obstacle,Yes
125,Manual wheelchair,2,197213,Obstacle,Yes
125,Manual wheelchair,3,562,SurfaceProblem,Yes
125,Manual wheelchair,3,5941,SurfaceProblem,Yes
125,Manual wheelchair,3,2022,SurfaceProblem,Yes
125,Manual wheelchair,3,11350,SurfaceProblem,Yes
125,Manual wheelchair,3,11707,SurfaceProblem,Yes
125,Manual wheelchair,3,209069,SurfaceProblem,Yes
125,Manual wheelchair,4,2080,SurfaceProblem,Yes
125,Manual wheelchair,4,262,SurfaceProblem,Yes
125,Manual wheelchair,4,3128,SurfaceProblem,Yes
125,Manual wheelchair,4,26619,SurfaceProblem,Yes
125,Manual wheelchair,4,39245,SurfaceProblem,Yes
125,Manual wheelchair,4,39006,SurfaceProblem,Yes
125,Manual wheelchair,5,3172,SurfaceProblem,Yes
125,Manual wheelchair,5,24214,SurfaceProblem,Yes
125,Manual wheelchair,5,631,SurfaceProblem,Yes
125,Manual wheelchair,5,456,SurfaceProblem,Yes
125,Manual wheelchair,5,2697,SurfaceProblem,Yes
125,Manual wheelchair,5,273517,SurfaceProblem,Yes
125,Manual wheelchair,6,1777,SurfaceProblem,Yes
125,Manual wheelchair,6,7061,SurfaceProblem,Yes
125,Manual wheelchair,6,669,SurfaceProblem,Yes
125,Manual wheelchair,6,5518,SurfaceProblem,Yes
125,Manual wheelchair,7,16482,CurbRamp,Yes
125,Manual wheelchair,7,258182,CurbRamp,Yes
125,Manual wheelchair,7,3047,CurbRamp,Yes
125,Manual wheelchair,7,2377,CurbRamp,Unsure
125,Manual wheelchair,7,46135,CurbRamp,Unsure
125,Manual wheelchair,7,44798,CurbRamp,Unsure
125,Manual wheelchair,8,156512,NoCurbRamp,Unsure
125,Manual wheelchair,8,168483,NoCurbRamp,No
125,Manual wheelchair,8,176648,NoCurbRamp,No
125,Manual wheelchair,8,141806,NoCurbRamp,Unsure
125,Manual wheelchair,8,175408,NoCurbRamp,No
125,Manual wheelchair,8,145241,NoCurbRamp,Unsure
126,Motorized wheelchair,0,46864,Obstacle,No
126,Motorized wheelchair,0,264820,Obstacle,No
126,Motorized wheelchair,0,997,Obstacle,No
126,Motorized wheelchair,0,191782,Obstacle,Yes
126,Motorized wheelchair,0,12344,Obstacle,No
126,Motorized wheelchair,0,15148,Obstacle,No
126,Motorized wheelchair,1,229205,Obstacle,No
126,Motorized wheelchair,1,7558,Obstacle,No
126,Motorized wheelchair,1,3850,Obstacle,No
126,Motorized wheelchair,1,191179,Obstacle,Yes
126,Motorized wheelchair,1,4765,Obstacle,No
126,Motorized wheelchair,1,12830,Obstacle,Yes
126,Motorized wheelchair,2,208754,Obstacle,No
126,Motorized wheelchair,2,139731,Obstacle,No
126,Motorized wheelchair,2,3430,Obstacle,Yes
126,Motorized wheelchair,2,36038,Obstacle,No
126,Motorized wheelchair,2,100492,Obstacle,No
126,Motorized wheelchair,2,197213,Obstacle,No
126,Motorized wheelchair,3,562,SurfaceProblem,Yes
126,Motorized wheelchair,3,5941,SurfaceProblem,No
126,Motorized wheelchair,3,11350,SurfaceProblem,Yes
126,Motorized wheelchair,3,2022,SurfaceProblem,No
126,Motorized wheelchair,3,11707,SurfaceProblem,Yes
126,Motorized wheelchair,3,209069,SurfaceProblem,Yes
126,Motorized wheelchair,4,2080,SurfaceProblem,Yes
126,Motorized wheelchair,4,262,SurfaceProblem,Yes
126,Motorized wheelchair,4,3128,SurfaceProblem,Unsure
126,Motorized wheelchair,4,26619,SurfaceProblem,Unsure
126,Motorized wheelchair,4,39245,SurfaceProblem,Yes
126,Motorized wheelchair,4,39006,SurfaceProblem,No
126,Motorized wheelchair,5,3172,SurfaceProblem,No
126,Motorized wheelchair,5,24214,SurfaceProblem,No
126,Motorized wheelchair,5,631,SurfaceProblem,No
126,Motorized wheelchair,5,456,SurfaceProblem,No
126,Motorized wheelchair,5,2697,SurfaceProblem,No
126,Motorized wheelchair,5,273517,SurfaceProblem,No
126,Motorized wheelchair,6,1777,SurfaceProblem,Yes
126,Motorized wheelchair,6,7061,SurfaceProblem,Yes
126,Motorized wheelchair,6,669,SurfaceProblem,Yes
126,Motorized wheelchair,6,5518,SurfaceProblem,Yes
126,Motorized wheelchair,7,16482,CurbRamp,Yes
126,Motorized wheelchair,7,46135,CurbRamp,No
126,Motorized wheelchair,7,258182,CurbRamp,Yes
126,Motorized wheelchair,7,3047,CurbRamp,Yes
126,Motorized wheelchair,7,2377,CurbRamp,Yes
126,Motorized wheelchair,7,44798,CurbRamp,Yes
126,Motorized wheelchair,8,156512,NoCurbRamp,Yes
126,Motorized wheelchair,8,175408,NoCurbRamp,No
126,Motorized wheelchair,8,168483,NoCurbRamp,Yes
126,Motorized wheelchair,8,176648,NoCurbRamp,Yes
126,Motorized wheelchair,8,145241,NoCurbRamp,Yes
126,Motorized wheelchair,8,141806,NoCurbRamp,No
126,Manual wheelchair,0,46864,Obstacle,No
126,Manual wheelchair,0,264820,Obstacle,Yes
126,Manual wheelchair,0,997,Obstacle,Yes
126,Manual wheelchair,0,191782,Obstacle,No
126,Manual wheelchair,0,12344,Obstacle,Yes
126,Manual wheelchair,0,15148,Obstacle,Yes
126,Manual wheelchair,1,229205,Obstacle,No
126,Manual wheelchair,1,7558,Obstacle,No
126,Manual wheelchair,1,3850,Obstacle,Yes
126,Manual wheelchair,1,191179,Obstacle,Yes
126,Manual wheelchair,1,4765,Obstacle,Yes
126,Manual wheelchair,1,12830,Obstacle,No
126,Manual wheelchair,2,208754,Obstacle,Yes
126,Manual wheelchair,2,139731,Obstacle,Yes
126,Manual wheelchair,2,36038,Obstacle,Yes
126,Manual wheelchair,2,3430,Obstacle,Yes
126,Manual wheelchair,2,100492,Obstacle,Yes
126,Manual wheelchair,2,197213,Obstacle,Yes
126,Manual wheelchair,3,562,SurfaceProblem,Yes
126,Manual wheelchair,3,5941,SurfaceProblem,Yes
126,Manual wheelchair,3,11350,SurfaceProblem,Yes
126,Manual wheelchair,3,2022,SurfaceProblem,No
126,Manual wheelchair,3,11707,SurfaceProblem,Yes
126,Manual wheelchair,3,209069,SurfaceProblem,Yes
126,Manual wheelchair,4,2080,SurfaceProblem,No
126,Manual wheelchair,4,262,SurfaceProblem,No
126,Manual wheelchair,4,3128,SurfaceProblem,Yes
126,Manual wheelchair,4,26619,SurfaceProblem,No
126,Manual wheelchair,4,39245,SurfaceProblem,Yes
126,Manual wheelchair,4,39006,SurfaceProblem,Yes
126,Manual wheelchair,5,3172,SurfaceProblem,No
126,Manual wheelchair,5,24214,SurfaceProblem,Yes
126,Manual wheelchair,5,631,SurfaceProblem,No
126,Manual wheelchair,5,456,SurfaceProblem,No
126,Manual wheelchair,5,2697,SurfaceProblem,Yes
126,Manual wheelchair,5,273517,SurfaceProblem,Yes
126,Manual wheelchair,6,1777,SurfaceProblem,Yes
126,Manual wheelchair,6,7061,SurfaceProblem,No
126,Manual wheelchair,6,669,SurfaceProblem,Yes
126,Manual wheelchair,6,5518,SurfaceProblem,Yes
126,Manual wheelchair,7,16482,CurbRamp,Yes
126,Manual wheelchair,7,46135,CurbRamp,No
126,Manual wheelchair,7,258182,CurbRamp,Yes
126,Manual wheelchair,7,3047,CurbRamp,Yes
126,Manual wheelchair,7,2377,CurbRamp,Yes
126,Manual wheelchair,7,44798,CurbRamp,Yes
126,Manual wheelchair,8,156512,NoCurbRamp,Yes
126,Manual wheelchair,8,175408,NoCurbRamp,Yes
126,Manual wheelchair,8,168483,NoCurbRamp,Yes
126,Manual wheelchair,8,176648,NoCurbRamp,Yes
126,Manual wheelchair,8,145241,NoCurbRamp,Yes
126,Manual wheelchair,8,141806,NoCurbRamp,Yes
128,Motorized wheelchair,0,997,Obstacle,No
128,Motorized wheelchair,0,191782,Obstacle,Unsure
128,Motorized wheelchair,0,15148,Obstacle,No
128,Motorized wheelchair,0,46864,Obstacle,Unsure
128,Motorized wheelchair,0,264820,Obstacle,Yes
128,Motorized wheelchair,0,12344,Obstacle,Yes
128,Motorized wheelchair,1,229205,Obstacle,No
128,Motorized wheelchair,1,7558,Obstacle,No
128,Motorized wheelchair,1,3850,Obstacle,No
128,Motorized wheelchair,1,191179,Obstacle,No
128,Motorized wheelchair,1,4765,Obstacle,No
128,Motorized wheelchair,1,12830,Obstacle,No
128,Motorized wheelchair,2,208754,Obstacle,No
128,Motorized wheelchair,2,139731,Obstacle,No
128,Motorized wheelchair,2,3430,Obstacle,No
128,Motorized wheelchair,2,36038,Obstacle,No
128,Motorized wheelchair,2,100492,Obstacle,No
128,Motorized wheelchair,2,197213,Obstacle,No
128,Motorized wheelchair,3,562,SurfaceProblem,No
128,Motorized wheelchair,3,5941,SurfaceProblem,Unsure
128,Motorized wheelchair,3,11350,SurfaceProblem,Yes
128,Motorized wheelchair,3,2022,SurfaceProblem,No
128,Motorized wheelchair,3,11707,SurfaceProblem,No
128,Motorized wheelchair,3,209069,SurfaceProblem,No
128,Motorized wheelchair,4,2080,SurfaceProblem,Yes
128,Motorized wheelchair,4,262,SurfaceProblem,No
128,Motorized wheelchair,4,3128,SurfaceProblem,Yes
128,Motorized wheelchair,4,26619,SurfaceProblem,Yes
128,Motorized wheelchair,4,39245,SurfaceProblem,Yes
128,Motorized wheelchair,4,39006,SurfaceProblem,Yes
128,Motorized wheelchair,5,3172,SurfaceProblem,Unsure
128,Motorized wheelchair,5,456,SurfaceProblem,Unsure
128,Motorized wheelchair,5,2697,SurfaceProblem,No
128,Motorized wheelchair,5,273517,SurfaceProblem,Unsure
128,Motorized wheelchair,5,24214,SurfaceProblem,No
128,Motorized wheelchair,5,631,SurfaceProblem,Unsure
128,Motorized wheelchair,6,1777,SurfaceProblem,No
128,Motorized wheelchair,6,7061,SurfaceProblem,No
128,Motorized wheelchair,6,669,SurfaceProblem,No
128,Motorized wheelchair,6,5518,SurfaceProblem,No
128,Motorized wheelchair,7,16482,CurbRamp,Yes
128,Motorized wheelchair,7,46135,CurbRamp,Yes
128,Motorized wheelchair,7,258182,CurbRamp,Unsure
128,Motorized wheelchair,7,3047,CurbRamp,Unsure
128,Motorized wheelchair,7,2377,CurbRamp,Yes
128,Motorized wheelchair,7,44798,CurbRamp,Yes
128,Motorized wheelchair,8,156512,NoCurbRamp,Unsure
128,Motorized wheelchair,8,168483,NoCurbRamp,Yes
128,Motorized wheelchair,8,176648,NoCurbRamp,Unsure
128,Motorized wheelchair,8,141806,NoCurbRamp,Unsure
128,Motorized wheelchair,8,175408,NoCurbRamp,Yes
128,Motorized wheelchair,8,145241,NoCurbRamp,Yes
129,Walker,0,46864,Obstacle,No
129,Walker,0,264820,Obstacle,Yes
129,Walker,0,997,Obstacle,No
129,Walker,0,191782,Obstacle,No
129,Walker,0,12344,Obstacle,No
129,Walker,0,15148,Obstacle,No
129,Walker,1,229205,Obstacle,No
129,Walker,1,7558,Obstacle,No
129,Walker,1,3850,Obstacle,Yes
129,Walker,1,191179,Obstacle,No
129,Walker,1,4765,Obstacle,No
129,Walker,1,12830,Obstacle,No
129,Walker,2,208754,Obstacle,No
129,Walker,2,139731,Obstacle,No
129,Walker,2,36038,Obstacle,Yes
129,Walker,2,3430,Obstacle,No
129,Walker,2,100492,Obstacle,No
129,Walker,2,197213,Obstacle,No
129,Walker,3,562,SurfaceProblem,Unsure
129,Walker,3,5941,SurfaceProblem,No
129,Walker,3,11350,SurfaceProblem,Yes
129,Walker,3,2022,SurfaceProblem,No
129,Walker,3,11707,SurfaceProblem,Yes
129,Walker,3,209069,SurfaceProblem,No
129,Walker,4,2080,SurfaceProblem,Yes
129,Walker,4,262,SurfaceProblem,No
129,Walker,4,3128,SurfaceProblem,Unsure
129,Walker,4,26619,SurfaceProblem,No
129,Walker,4,39245,SurfaceProblem,Yes
129,Walker,4,39006,SurfaceProblem,Yes
129,Walker,5,3172,SurfaceProblem,No
129,Walker,5,24214,SurfaceProblem,No
129,Walker,5,631,SurfaceProblem,No
129,Walker,5,456,SurfaceProblem,No
129,Walker,5,2697,SurfaceProblem,No
129,Walker,5,273517,SurfaceProblem,No
129,Walker,6,1777,SurfaceProblem,No
129,Walker,6,7061,SurfaceProblem,No
129,Walker,6,5518,SurfaceProblem,No
129,Walker,6,669,SurfaceProblem,No
129,Walker,7,16482,CurbRamp,Yes
129,Walker,7,46135,CurbRamp,Yes
129,Walker,7,258182,CurbRamp,Yes
129,Walker,7,3047,CurbRamp,Yes
129,Walker,7,2377,CurbRamp,Yes
129,Walker,7,44798,CurbRamp,Yes
129,Walker,8,156512,NoCurbRamp,No
129,Walker,8,175408,NoCurbRamp,No
129,Walker,8,168483,NoCurbRamp,No
129,Walker,8,176648,NoCurbRamp,No
129,Walker,8,145241,NoCurbRamp,No
129,Walker,8,141806,NoCurbRamp,No
129,Walking cane,0,46864,Obstacle,Yes
129,Walking cane,0,264820,Obstacle,Yes
129,Walking cane,0,997,Obstacle,No
129,Walking cane,0,191782,Obstacle,Yes
129,Walking cane,0,12344,Obstacle,Yes
129,Walking cane,0,15148,Obstacle,Unsure
129,Walking cane,1,229205,Obstacle,No
129,Walking cane,1,7558,Obstacle,No
129,Walking cane,1,3850,Obstacle,Yes
129,Walking cane,1,191179,Obstacle,Yes
129,Walking cane,1,4765,Obstacle,Unsure
129,Walking cane,1,12830,Obstacle,No
129,Walking cane,2,208754,Obstacle,No
129,Walking cane,2,139731,Obstacle,No
129,Walking cane,2,36038,Obstacle,No
129,Walking cane,2,3430,Obstacle,No
129,Walking cane,2,100492,Obstacle,No
129,Walking cane,2,197213,Obstacle,No
129,Walking cane,3,2022,SurfaceProblem,No
129,Walking cane,3,209069,SurfaceProblem,No
129,Walking cane,3,562,SurfaceProblem,Unsure
129,Walking cane,3,5941,SurfaceProblem,No
129,Walking cane,3,11350,SurfaceProblem,Unsure
129,Walking cane,3,11707,SurfaceProblem,Yes
129,Walking cane,4,2080,SurfaceProblem,Yes
129,Walking cane,4,262,SurfaceProblem,No
129,Walking cane,4,3128,SurfaceProblem,Unsure
129,Walking cane,4,26619,SurfaceProblem,No
129,Walking cane,4,39245,SurfaceProblem,Yes
129,Walking cane,4,39006,SurfaceProblem,Yes
129,Walking cane,5,3172,SurfaceProblem,No
129,Walking cane,5,24214,SurfaceProblem,Unsure
129,Walking cane,5,631,SurfaceProblem,No
129,Walking cane,5,456,SurfaceProblem,Yes
129,Walking cane,5,2697,SurfaceProblem,No
129,Walking cane,5,273517,SurfaceProblem,No
129,Walking cane,6,1777,SurfaceProblem,No
129,Walking cane,6,7061,SurfaceProblem,No
129,Walking cane,6,5518,SurfaceProblem,No
129,Walking cane,6,669,SurfaceProblem,No
129,Walking cane,7,16482,CurbRamp,Yes
129,Walking cane,7,46135,CurbRamp,Yes
129,Walking cane,7,258182,CurbRamp,Yes
129,Walking cane,7,3047,CurbRamp,Yes
129,Walking cane,7,2377,CurbRamp,Yes
129,Walking cane,7,44798,CurbRamp,Yes
129,Walking cane,8,156512,NoCurbRamp,Yes
129,Walking cane,8,175408,NoCurbRamp,Yes
129,Walking cane,8,168483,NoCurbRamp,Yes
129,Walking cane,8,176648,NoCurbRamp,Yes
129,Walking cane,8,145241,NoCurbRamp,No
129,Walking cane,8,141806,NoCurbRamp,Yes
130,Manual wheelchair,0,997,Obstacle,No
130,Manual wheelchair,0,191782,Obstacle,Yes
130,Manual wheelchair,0,15148,Obstacle,Unsure
130,Manual wheelchair,0,46864,Obstacle,Unsure
130,Manual wheelchair,0,264820,Obstacle,Yes
130,Manual wheelchair,0,12344,Obstacle,No
